id,platform,source
891404,iOS,organic
677660,web,organic
680046,android,tapjoy
680092,android,tapjoy
680110,android,tapjoy
682436,android,tapjoy
682438,android,organic
682450,android,tapjoy
682460,android,organic
682484,android,tapjoy
682492,android,tapjoy
682498,android,tapjoy
684894,android,tapjoy
687244,android,tapjoy
689684,android,tapjoy
689710,android,tapjoy
692056,iOS,tapjoy
694456,iOS,tapjoy
696870,iOS,tapjoy
699222,iOS,tapjoy
699250,iOS,organic
699252,iOS,organic
701664,iOS,tapjoy
701666,iOS,organic
704052,iOS,organic
704074,iOS,tapjoy
706454,iOS,organic
706482,iOS,tapjoy
706496,iOS,tapjoy
706512,iOS,tapjoy
706522,iOS,tapjoy
708900,iOS,tapjoy
708902,iOS,organic
711288,iOS,tapjoy
718464,web,tapjoy
718500,web,tapjoy
718506,web,organic
720842,android,organic
720850,android,organic
720888,android,organic
723224,android,tapjoy
723282,android,organic
723292,android,tapjoy
723300,android,organic
728042,iOS,tapjoy
728064,iOS,tapjoy
735324,iOS,tapjoy
735336,iOS,tapjoy
740028,iOS,tapjoy
740060,iOS,organic
740078,iOS,tapjoy
742480,iOS,organic
742502,iOS,tapjoy
747264,web,tapjoy
747266,web,tapjoy
749620,web,tapjoy
749654,web,organic
752062,web,organic
754490,android,organic
754502,android,organic
756864,android,organic
756880,android,organic
759280,android,organic
759286,android,organic
761632,android,organic
761636,android,organic
761688,android,tapjoy
766502,iOS,organic
768870,iOS,organic
768880,iOS,organic
768910,iOS,organic
771256,iOS,tapjoy
773660,web,organic
776076,web,organic
776098,web,organic
776130,web,organic
778440,android,admob
778472,android,admob
780898,android,admob
780924,android,admob
780926,android,admob
780928,android,admob
785638,android,admob
785654,android,admob
788052,android,organic
788068,android,admob
790506,android,organic
795246,iOS,admob
795314,iOS,admob
797630,iOS,organic
802470,iOS,admob
802494,iOS,organic
802512,iOS,admob
804846,iOS,organic
804904,iOS,organic
807252,web,admob
809650,web,admob
809728,web,admob
812040,web,organic
812076,web,admob
812078,web,admob
812118,web,organic
814496,android,organic
816856,android,admob
819254,android,admob
821682,android,organic
824104,android,organic
826424,android,organic
826452,android,organic
828828,iOS,admob
831270,iOS,organic
831272,iOS,organic
831282,iOS,organic
833642,iOS,admob
833684,iOS,organic
833686,iOS,admob
836042,iOS,organic
836088,iOS,organic
838440,iOS,organic
838512,iOS,organic
840814,iOS,organic
840860,iOS,admob
840866,iOS,organic
840868,iOS,organic
845710,web,admob
850424,web,admob
850504,web,organic
850506,web,organic
852874,android,admob
852884,android,organic
855274,android,admob
855282,android,admob
857630,android,admob
857712,android,organic
860026,iOS,organic
860062,iOS,admob
860090,iOS,admob
862450,iOS,organic
862536,iOS,admob
864824,iOS,admob
864886,iOS,admob
869686,iOS,admob
869692,iOS,admob
872050,iOS,admob
872132,iOS,organic
874460,iOS,admob
874498,iOS,admob
874516,iOS,organic
876842,iOS,organic
876848,iOS,admob
876880,iOS,admob
876884,iOS,organic
876890,iOS,admob
879264,iOS,organic
879266,iOS,admob
884058,web,organic
884104,web,admob
884118,web,organic
884120,web,organic
884126,web,admob
886422,web,admob
888918,android,organic
888930,android,organic
888938,android,organic
891298,iOS,organic
893654,iOS,organic
676830,web,organic
676892,web,organic
679234,android,organic
681626,android,tapjoy
681628,android,tapjoy
681654,android,tapjoy
684042,android,tapjoy
686508,android,tapjoy
688808,android,organic
688820,android,tapjoy
688880,android,tapjoy
688900,android,tapjoy
693652,iOS,tapjoy
693690,iOS,tapjoy
693712,iOS,tapjoy
696080,iOS,tapjoy
696084,iOS,tapjoy
696094,iOS,organic
698494,iOS,tapjoy
698498,iOS,tapjoy
700826,iOS,organic
700834,iOS,tapjoy
700858,iOS,organic
703220,iOS,tapjoy
708060,iOS,tapjoy
708072,iOS,organic
708080,iOS,tapjoy
710536,iOS,tapjoy
712848,iOS,organic
715214,web,tapjoy
715228,web,organic
715284,web,tapjoy
717634,web,tapjoy
717674,web,tapjoy
720088,android,organic
720134,android,tapjoy
722438,android,tapjoy
722464,android,organic
722484,android,tapjoy
722494,android,tapjoy
724888,android,tapjoy
727318,android,tapjoy
729630,iOS,organic
729666,iOS,tapjoy
732076,iOS,organic
732098,iOS,tapjoy
732100,iOS,tapjoy
734410,iOS,organic
734414,iOS,tapjoy
734454,iOS,tapjoy
736814,iOS,tapjoy
736820,iOS,tapjoy
736840,iOS,organic
736900,iOS,tapjoy
739266,iOS,organic
739290,iOS,tapjoy
739298,iOS,tapjoy
741626,iOS,tapjoy
744040,iOS,organic
744046,iOS,organic
744086,iOS,tapjoy
746438,web,tapjoy
746464,web,organic
748864,web,organic
748892,web,tapjoy
748902,web,tapjoy
751256,web,tapjoy
751316,web,tapjoy
751336,web,tapjoy
751346,web,tapjoy
753666,web,tapjoy
753670,web,tapjoy
753700,web,tapjoy
756026,android,organic
756076,android,organic
756096,android,organic
758524,android,organic
760906,android,organic
763290,iOS,organic
765656,iOS,organic
765706,iOS,tapjoy
768102,iOS,organic
772848,iOS,organic
772858,iOS,organic
772860,iOS,organic
772878,iOS,organic
772912,iOS,organic
775262,web,organic
777646,android,organic
777654,android,admob
777664,android,admob
780028,android,admob
780038,android,admob
780050,android,admob
780066,android,admob
782482,android,admob
787252,android,organic
787302,android,admob
789628,android,organic
789642,android,organic
789678,android,admob
789704,android,organic
792054,android,admob
792060,android,admob
792072,android,admob
792090,android,admob
794496,iOS,organic
794528,iOS,organic
796842,iOS,admob
796920,iOS,organic
799222,iOS,admob
799294,iOS,organic
801666,iOS,organic
801668,iOS,organic
801676,iOS,organic
804060,iOS,organic
806452,iOS,organic
806500,iOS,organic
808840,web,admob
808842,web,admob
808886,web,organic
811240,web,organic
811310,web,organic
813680,android,admob
813686,android,admob
813694,android,organic
813724,android,admob
818438,android,organic
818466,android,admob
818470,android,admob
818480,android,organic
818502,android,organic
820840,android,organic
820928,android,admob
823246,android,admob
825678,android,admob
825700,android,organic
825718,android,organic
828112,iOS,organic
830460,iOS,admob
830464,iOS,organic
830490,iOS,organic
832844,iOS,organic
832886,iOS,admob
832918,iOS,organic
832920,iOS,organic
835256,iOS,organic
835288,iOS,organic
837658,iOS,admob
840092,iOS,organic
840094,iOS,organic
842486,iOS,organic
847290,web,admob
847292,web,organic
847294,web,admob
847306,web,admob
847310,web,admob
849662,web,organic
849704,web,admob
852036,android,admob
852038,android,organic
852104,android,organic
856874,android,admob
856918,android,organic
859264,iOS,organic
859266,iOS,admob
864050,iOS,admob
866414,iOS,admob
866478,iOS,organic
866496,iOS,admob
871224,iOS,organic
871228,iOS,admob
871264,iOS,admob
871268,iOS,admob
871280,iOS,admob
873734,iOS,admob
876068,iOS,admob
876130,iOS,admob
878464,iOS,admob
878520,iOS,admob
878524,iOS,admob
883290,web,organic
885694,web,admob
888106,android,organic
888120,android,organic
888142,android,organic
890436,iOS,organic
892904,iOS,organic
677860,android,tapjoy
680176,android,organic
680210,android,tapjoy
682622,android,organic
682650,android,organic
684982,android,tapjoy
685012,android,tapjoy
687442,android,tapjoy
689780,android,tapjoy
689846,android,tapjoy
692270,iOS,organic
697008,iOS,tapjoy
699388,iOS,tapjoy
699448,iOS,tapjoy
699450,iOS,tapjoy
701774,iOS,tapjoy
701840,iOS,tapjoy
701870,iOS,organic
704206,iOS,tapjoy
704214,iOS,tapjoy
704216,iOS,tapjoy
704228,iOS,tapjoy
706640,iOS,tapjoy
706642,iOS,tapjoy
711402,iOS,tapjoy
713834,web,organic
716228,web,tapjoy
716234,web,organic
718652,web,tapjoy
718654,web,tapjoy
721008,android,tapjoy
721042,android,organic
721044,android,tapjoy
723400,android,organic
723434,android,organic
723448,android,organic
723456,android,tapjoy
728204,iOS,tapjoy
728254,iOS,tapjoy
730566,iOS,tapjoy
730644,iOS,tapjoy
730652,iOS,tapjoy
733060,iOS,tapjoy
733080,iOS,tapjoy
733082,iOS,tapjoy
735380,iOS,tapjoy
735420,iOS,organic
735460,iOS,tapjoy
737796,iOS,organic
737824,iOS,tapjoy
737866,iOS,tapjoy
740192,iOS,tapjoy
740224,iOS,tapjoy
740244,iOS,tapjoy
740246,iOS,tapjoy
740266,iOS,tapjoy
742658,iOS,tapjoy
745012,iOS,tapjoy
745040,iOS,tapjoy
745050,iOS,tapjoy
749884,web,tapjoy
752220,web,organic
754612,android,organic
756960,android,tapjoy
757004,android,organic
759468,android,organic
761842,android,tapjoy
764206,iOS,organic
764230,iOS,organic
764234,iOS,organic
766654,iOS,organic
769004,iOS,organic
769042,iOS,organic
769048,iOS,organic
771386,iOS,organic
771466,iOS,tapjoy
773814,web,organic
778646,android,admob
781028,android,admob
781058,android,admob
783434,android,admob
783464,android,organic
785840,android,admob
785864,android,admob
792964,android,admob
792988,android,admob
793012,android,admob
795420,iOS,organic
797796,iOS,organic
797806,iOS,admob
797844,iOS,admob
802648,iOS,organic
805020,iOS,organic
805038,iOS,admob
805056,iOS,organic
807430,web,admob
812178,web,organic
812226,web,admob
812242,web,organic
812250,web,admob
814582,android,organic
816990,android,organic
819388,android,organic
819398,android,organic
821780,android,admob
821838,android,admob
824204,android,organic
824212,android,admob
826602,android,admob
826608,android,admob
829036,iOS,admob
829044,iOS,organic
838578,iOS,organic
838630,iOS,organic
841030,iOS,organic
843404,iOS,organic
843428,iOS,organic
843436,iOS,admob
843466,iOS,admob
845812,web,organic
845816,web,admob
845838,web,admob
845860,web,admob
848258,web,admob
850624,web,admob
850634,web,admob
853004,android,organic
853006,android,admob
853018,android,organic
853072,android,organic
855408,android,admob
855448,android,organic
855464,android,organic
860200,iOS,admob
862566,iOS,organic
862582,iOS,admob
862628,iOS,admob
862644,iOS,admob
864998,iOS,organic
865030,iOS,organic
865062,iOS,organic
867442,iOS,admob
869890,iOS,admob
872206,iOS,organic
872224,iOS,admob
874630,iOS,admob
877052,iOS,admob
877056,iOS,admob
877082,iOS,admob
879368,iOS,admob
879388,iOS,admob
881846,iOS,admob
884162,web,organic
884210,web,admob
884234,web,organic
886610,web,organic
886642,web,admob
886656,web,organic
888992,android,organic
889002,android,organic
889034,android,organic
891420,iOS,organic
891468,iOS,organic
891476,iOS,organic
893826,iOS,organic
893848,iOS,organic
678000,android,tapjoy
678036,android,tapjoy
678060,android,organic
678062,android,tapjoy
680432,android,tapjoy
682854,android,tapjoy
685166,android,tapjoy
685170,android,organic
685172,android,tapjoy
685186,android,tapjoy
685234,android,tapjoy
687602,android,tapjoy
687630,android,tapjoy
687654,android,organic
687656,android,tapjoy
690062,android,tapjoy
694780,iOS,tapjoy
694816,iOS,organic
694822,iOS,organic
694836,iOS,tapjoy
694846,iOS,tapjoy
699662,iOS,tapjoy
702024,iOS,tapjoy
702048,iOS,tapjoy
702054,iOS,tapjoy
704432,iOS,tapjoy
704436,iOS,tapjoy
706810,iOS,organic
706860,iOS,tapjoy
711622,iOS,tapjoy
711632,iOS,tapjoy
714026,web,tapjoy
716442,web,organic
716450,web,organic
716464,web,tapjoy
721198,android,tapjoy
721210,android,organic
721226,android,tapjoy
723580,android,organic
723584,android,tapjoy
723610,android,organic
726046,android,organic
728390,iOS,tapjoy
728400,iOS,organic
730844,iOS,organic
730846,iOS,tapjoy
733196,iOS,tapjoy
733270,iOS,tapjoy
735634,iOS,tapjoy
740436,iOS,tapjoy
740484,iOS,tapjoy
742878,iOS,tapjoy
745196,iOS,tapjoy
745260,iOS,organic
747630,web,organic
750028,web,tapjoy
750058,web,tapjoy
752404,web,tapjoy
752414,web,tapjoy
754836,android,organic
757228,android,organic
762002,android,organic
762018,android,organic
762032,android,organic
766784,iOS,organic
766798,iOS,tapjoy
766814,iOS,organic
766846,iOS,organic
771590,iOS,organic
771618,iOS,organic
771626,iOS,tapjoy
771650,iOS,organic
773990,web,organic
774014,web,organic
776370,web,organic
776402,web,organic
776472,web,organic
778834,android,admob
778884,android,admob
781172,android,organic
781204,android,admob
783626,android,organic
783682,android,admob
786042,android,admob
786070,android,admob
786086,android,admob
788406,android,admob
790826,android,admob
790834,android,admob
793156,android,admob
793218,android,admob
793248,android,admob
795592,iOS,admob
798010,iOS,organic
802808,iOS,organic
802818,iOS,organic
805208,iOS,admob
805218,iOS,organic
807604,web,admob
807646,web,admob
810020,web,admob
810038,web,admob
812422,web,admob
812424,web,organic
817186,android,organic
817244,android,organic
821966,android,admob
821986,android,admob
824366,android,organic
824380,android,organic
824410,android,admob
826796,android,organic
826816,android,admob
826824,android,admob
826840,android,organic
829226,iOS,admob
831632,iOS,organic
834034,iOS,organic
836392,iOS,organic
838828,iOS,admob
838834,iOS,organic
841258,iOS,organic
841278,iOS,organic
843660,iOS,admob
845986,web,admob
846020,web,admob
846028,web,admob
846032,web,organic
846046,web,organic
848422,web,admob
848436,web,admob
850802,android,organic
850858,android,organic
853196,android,organic
853210,android,admob
857998,android,admob
858000,android,organic
858006,android,admob
860442,iOS,admob
862800,iOS,organic
862802,iOS,admob
865226,iOS,admob
865236,iOS,admob
865242,iOS,admob
865288,iOS,organic
867626,iOS,admob
870026,iOS,admob
872358,iOS,admob
872364,iOS,admob
872382,iOS,admob
872432,iOS,organic
872454,iOS,organic
874754,iOS,admob
874774,iOS,organic
874792,iOS,organic
874836,iOS,admob
877274,iOS,admob
879562,iOS,admob
882002,iOS,admob
882016,iOS,admob
884418,web,organic
884434,web,organic
886842,web,organic
886890,web,organic
889240,android,organic
889244,android,organic
889264,android,organic
891584,iOS,organic
891594,iOS,organic
676988,web,organic
676996,web,organic
679384,android,organic
679398,android,tapjoy
679472,android,organic
681802,android,organic
684176,android,tapjoy
686644,android,organic
686692,android,tapjoy
689036,android,tapjoy
691408,iOS,tapjoy
691410,iOS,tapjoy
691438,iOS,tapjoy
691440,iOS,organic
691454,iOS,tapjoy
693856,iOS,organic
696160,iOS,tapjoy
696216,iOS,tapjoy
696238,iOS,tapjoy
698624,iOS,tapjoy
698662,iOS,tapjoy
701036,iOS,tapjoy
701052,iOS,organic
703420,iOS,organic
703424,iOS,organic
703432,iOS,tapjoy
703478,iOS,tapjoy
705832,iOS,tapjoy
708186,iOS,tapjoy
708220,iOS,tapjoy
708246,iOS,organic
710624,iOS,tapjoy
710630,iOS,tapjoy
717806,web,tapjoy
717814,web,organic
717856,web,organic
720180,android,tapjoy
720212,android,organic
722686,android,organic
725034,android,organic
725074,android,organic
729842,iOS,organic
732176,iOS,tapjoy
734626,iOS,tapjoy
734634,iOS,organic
734646,iOS,organic
737034,iOS,tapjoy
741798,iOS,organic
741878,iOS,tapjoy
741886,iOS,organic
744234,iOS,tapjoy
744256,iOS,tapjoy
749012,web,tapjoy
749022,web,tapjoy
749026,web,tapjoy
749076,web,tapjoy
751364,web,tapjoy
751384,web,organic
751392,web,organic
753834,web,organic
753870,web,tapjoy
753882,web,tapjoy
756202,android,organic
758570,android,organic
758584,android,organic
758612,android,organic
761044,android,organic
765774,iOS,organic
768216,iOS,organic
768256,iOS,organic
770588,iOS,organic
770642,iOS,organic
773010,iOS,organic
775384,web,organic
775412,web,organic
775450,web,organic
775456,web,tapjoy
777856,android,admob
777870,android,admob
780234,android,organic
780248,android,organic
780260,android,admob
780276,android,admob
785002,android,admob
785008,android,admob
785030,android,admob
785032,android,admob
787366,android,admob
787390,android,organic
787412,android,admob
787440,android,admob
787456,android,admob
789880,android,admob
796972,iOS,admob
799386,iOS,organic
799440,iOS,organic
801816,iOS,admob
804188,iOS,admob
804190,iOS,organic
804200,iOS,organic
804238,iOS,admob
806654,web,admob
808990,web,admob
808994,web,admob
809020,web,admob
813762,android,admob
813768,android,admob
813828,android,admob
813844,android,admob
816164,android,admob
818634,android,admob
818670,android,admob
821024,android,organic
821068,android,admob
823372,android,organic
823400,android,admob
823430,android,organic
825870,android,admob
828204,iOS,organic
828234,iOS,organic
828242,iOS,admob
828256,iOS,admob
828274,iOS,organic
830672,iOS,admob
833046,iOS,admob
835388,iOS,admob
835406,iOS,organic
835414,iOS,organic
837784,iOS,organic
837794,iOS,organic
840246,iOS,admob
844974,web,admob
845014,web,admob
847442,web,organic
849796,web,admob
849808,web,admob
849824,web,admob
849832,web,organic
849844,web,organic
849854,web,admob
852192,android,organic
852236,android,organic
852246,android,organic
852272,android,admob
857050,android,admob
864200,iOS,admob
864268,iOS,admob
866602,iOS,organic
866624,iOS,organic
866628,iOS,admob
869090,iOS,admob
871440,iOS,admob
871460,iOS,admob
873758,iOS,admob
876234,iOS,admob
876246,iOS,admob
878564,iOS,admob
878616,iOS,organic
878644,iOS,organic
878650,iOS,admob
880992,iOS,admob
881010,iOS,admob
881056,iOS,admob
881058,iOS,admob
881066,iOS,admob
883382,web,organic
883402,web,organic
885814,web,admob
885826,web,organic
885832,web,organic
888160,android,organic
888182,android,organic
888244,android,organic
890606,iOS,organic
892992,iOS,organic
892996,iOS,organic
893002,iOS,organic
893050,iOS,organic
679346,android,organic
681724,android,tapjoy
681774,android,tapjoy
684066,android,organic
684116,android,organic
686496,android,tapjoy
686532,android,tapjoy
688916,android,tapjoy
688932,android,organic
688962,android,tapjoy
688968,android,organic
691336,iOS,tapjoy
693656,iOS,tapjoy
693710,iOS,organic
693742,iOS,tapjoy
698468,iOS,tapjoy
698486,iOS,tapjoy
700908,iOS,tapjoy
703300,iOS,tapjoy
703314,iOS,tapjoy
703356,iOS,tapjoy
703366,iOS,organic
705688,iOS,tapjoy
705690,iOS,tapjoy
705722,iOS,tapjoy
708066,iOS,tapjoy
708102,iOS,tapjoy
708126,iOS,tapjoy
710468,iOS,tapjoy
710520,iOS,tapjoy
712892,iOS,tapjoy
712938,iOS,organic
712940,iOS,tapjoy
715288,web,organic
715322,web,organic
715332,web,tapjoy
717734,web,tapjoy
717770,web,tapjoy
720146,android,organic
722516,android,tapjoy
722522,android,organic
722576,android,organic
724930,android,tapjoy
724960,android,organic
727306,android,organic
727350,android,organic
727354,android,tapjoy
727360,android,tapjoy
729686,iOS,tapjoy
729724,iOS,organic
729742,iOS,tapjoy
732120,iOS,tapjoy
732122,iOS,tapjoy
732154,iOS,tapjoy
736918,iOS,tapjoy
739306,iOS,tapjoy
739312,iOS,tapjoy
744116,iOS,tapjoy
744150,iOS,tapjoy
751300,web,organic
751302,web,tapjoy
753672,web,tapjoy
753696,web,tapjoy
753754,web,organic
758482,android,organic
758546,android,organic
758548,android,organic
760904,android,organic
763324,iOS,tapjoy
763334,iOS,organic
763376,iOS,organic
763378,iOS,organic
765736,iOS,organic
765750,iOS,organic
772872,iOS,organic
772928,iOS,organic
777680,android,admob
780124,android,admob
782562,android,admob
782578,android,organic
784886,android,admob
784922,android,admob
789690,android,admob
789752,android,organic
789764,android,admob
789780,android,admob
794486,iOS,admob
794518,iOS,organic
799300,iOS,organic
799314,iOS,organic
799364,iOS,organic
801788,iOS,organic
804070,iOS,organic
804166,iOS,organic
806484,iOS,organic
808884,web,organic
808892,web,organic
808948,web,admob
811274,web,organic
811284,web,admob
811298,web,organic
811322,web,admob
811326,web,organic
811336,web,organic
816088,android,admob
816130,android,organic
818506,android,admob
818576,android,organic
820906,android,organic
820918,android,admob
828106,iOS,admob
828164,iOS,organic
830512,iOS,admob
832902,iOS,organic
832938,iOS,organic
832944,iOS,organic
832952,iOS,organic
835314,iOS,admob
835350,iOS,admob
844900,web,organic
844914,web,admob
844916,web,admob
847346,web,organic
849752,web,organic
849766,web,organic
854468,android,organic
854538,android,admob
856904,android,admob
859294,iOS,admob
859302,iOS,organic
859316,iOS,admob
859336,iOS,admob
859344,iOS,admob
861688,iOS,organic
861712,iOS,organic
861746,iOS,organic
864168,iOS,admob
868892,iOS,admob
868982,iOS,admob
871362,iOS,organic
873712,iOS,admob
876116,iOS,admob
878516,iOS,organic
880862,iOS,admob
883268,web,organic
885742,web,admob
885780,web,organic
888096,android,organic
888114,android,organic
890510,iOS,organic
890576,iOS,organic
892882,iOS,organic
892888,iOS,organic
892912,iOS,organic
892936,iOS,organic
892940,iOS,organic
677002,web,organic
677020,web,organic
679374,android,organic
679390,android,organic
679392,android,organic
679428,android,tapjoy
681714,android,tapjoy
681742,android,organic
681748,android,organic
681780,android,organic
681784,android,organic
684160,android,organic
684208,android,tapjoy
686552,android,tapjoy
688930,android,tapjoy
688984,android,organic
689030,android,tapjoy
691382,iOS,tapjoy
693766,iOS,tapjoy
693824,iOS,organic
696180,iOS,tapjoy
696210,iOS,organic
696220,iOS,tapjoy
698548,iOS,organic
698606,iOS,tapjoy
698618,iOS,tapjoy
698622,iOS,tapjoy
700940,iOS,tapjoy
700980,iOS,tapjoy
700984,iOS,organic
701004,iOS,tapjoy
705750,iOS,tapjoy
705776,iOS,tapjoy
708174,iOS,tapjoy
708202,iOS,tapjoy
708222,iOS,organic
712986,iOS,tapjoy
713012,iOS,tapjoy
715368,web,organic
715386,web,organic
715406,web,organic
715408,web,organic
717704,web,organic
720156,android,organic
722586,android,tapjoy
722590,android,organic
732200,iOS,tapjoy
732212,iOS,tapjoy
732222,iOS,tapjoy
734530,iOS,tapjoy
736990,iOS,tapjoy
739322,iOS,tapjoy
739374,iOS,tapjoy
741716,iOS,tapjoy
741718,iOS,tapjoy
741726,iOS,tapjoy
741792,iOS,organic
744114,iOS,organic
744180,iOS,organic
746610,web,tapjoy
748926,web,tapjoy
748938,web,tapjoy
748958,web,tapjoy
751388,web,tapjoy
753800,web,tapjoy
756194,android,organic
758552,android,organic
758620,android,organic
758626,android,organic
760956,android,organic
760994,android,organic
761026,android,tapjoy
768158,iOS,organic
770586,iOS,organic
770594,iOS,organic
772956,iOS,organic
772970,iOS,tapjoy
772982,iOS,organic
772986,iOS,organic
775338,web,organic
775370,web,organic
775376,web,organic
777742,android,organic
777800,android,admob
780120,android,admob
787356,android,admob
787360,android,admob
789732,android,admob
789772,android,organic
789790,android,admob
792168,android,admob
792218,android,admob
794590,iOS,organic
794600,iOS,admob
794630,iOS,organic
796958,iOS,admob
796986,iOS,admob
797000,iOS,organic
799328,iOS,organic
801722,iOS,organic
804142,iOS,organic
804210,iOS,admob
804222,iOS,admob
806554,web,organic
806598,web,admob
808938,web,admob
808972,web,admob
808992,web,organic
811364,web,admob
811388,web,admob
811424,web,organic
813798,android,organic
813830,android,admob
816230,android,organic
818544,android,organic
818554,android,admob
818578,android,organic
818604,android,organic
828180,iOS,admob
830524,iOS,admob
832948,iOS,organic
832978,iOS,organic
832984,iOS,organic
833008,iOS,admob
835360,iOS,organic
837740,iOS,admob
837746,iOS,organic
837778,iOS,admob
840170,iOS,organic
840194,iOS,admob
842598,iOS,organic
842606,iOS,organic
842612,iOS,admob
844952,web,admob
844990,web,admob
847348,web,admob
847360,web,admob
847410,web,admob
852128,android,organic
852130,android,organic
856940,android,organic
856966,android,organic
859354,iOS,organic
861774,iOS,organic
864190,iOS,admob
866592,iOS,admob
868954,iOS,organic
868992,iOS,admob
871340,iOS,organic
871372,iOS,admob
871380,iOS,admob
876170,iOS,admob
876174,iOS,organic
876190,iOS,admob
878570,iOS,admob
880952,iOS,admob
880964,iOS,organic
881002,iOS,admob
881014,iOS,admob
881030,iOS,admob
883354,web,organic
885716,web,organic
885792,web,organic
888176,android,organic
888196,android,organic
890532,iOS,organic
890626,iOS,organic
892960,iOS,organic
892984,iOS,organic
678080,android,tapjoy
680538,android,tapjoy
682962,android,organic
685280,android,tapjoy
685308,android,organic
685318,android,tapjoy
687668,android,organic
687684,android,tapjoy
687692,android,tapjoy
687710,android,tapjoy
687738,android,tapjoy
690088,android,organic
692542,iOS,tapjoy
694940,iOS,organic
697306,iOS,organic
697310,iOS,tapjoy
697334,iOS,organic
697348,iOS,tapjoy
697354,iOS,organic
699714,iOS,tapjoy
699756,iOS,tapjoy
702158,iOS,tapjoy
706918,iOS,tapjoy
706920,iOS,tapjoy
706924,iOS,tapjoy
706936,iOS,tapjoy
711734,iOS,tapjoy
714104,web,organic
716536,web,organic
718892,web,organic
718920,web,organic
718962,web,tapjoy
721352,android,organic
723664,android,organic
726138,android,organic
728554,iOS,organic
733346,iOS,tapjoy
733358,iOS,tapjoy
